ID,title,company,location,link,source,date_posted,work_type,employment_type
660,"Infrastructure Partner Data Engineer, YouTube",Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/infrastructure-partner-data-engineer-youtube-at-google-4187074740,LinkedIn,12-04-2025,N/A,N/A
661,"Data Engineer I, SCOT - AIM",Amazon,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-i-scot-aim-at-amazon-4190420358,LinkedIn,12-04-2025,N/A,N/A
662,Data Engineer,Thomson Reuters,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-at-thomson-reuters-4189403289,LinkedIn,11-04-2025,N/A,N/A
664,Data Engineer III,Banco Bradesco,"Osasco, SÃ£o Paulo, Brazil",https://br.linkedin.com/jobs/view/data-engineer-iii-at-banco-bradesco-4194533251,LinkedIn,17-04-2025,N/A,N/A
665,"Infrastructure Partner Data Engineer, Youtube",Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/infrastructure-partner-data-engineer-youtube-at-google-4184907323,LinkedIn,12-04-2025,N/A,N/A
666,Data Operation Engineer I,McKinsey & Company,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-operation-engineer-i-at-mckinsey-company-4185701474,LinkedIn,11-04-2025,N/A,N/A
667,"Data Engineer I, SCOT - AIM",Amazon,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-i-scot-aim-at-amazon-4190423093,LinkedIn,12-04-2025,N/A,N/A
668,Data Engineer(AWS),PwC Acceleration Centers,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-aws-at-pwc-acceleration-centers-4208026542,LinkedIn,14-04-2025,N/A,N/A
669,"Data Engineer I, SCOT - AIM",Amazon,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-i-scot-aim-at-amazon-4190422126,LinkedIn,12-04-2025,N/A,N/A
670,Data Engineer,Chevron,"Manila, National Capital Region, Philippines",https://ph.linkedin.com/jobs/view/data-engineer-at-chevron-4204640351,LinkedIn,10-04-2025,N/A,N/A
671,Data Engineer,Samba TV,"Amsterdam, North Holland, Netherlands",https://nl.linkedin.com/jobs/view/data-engineer-at-samba-tv-4178427653,LinkedIn,15-04-2025,N/A,N/A
672,Data Engineer,Thales,"Gambir, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/data-engineer-at-thales-4150402789,LinkedIn,17-04-2025,N/A,N/A
673,Data Engineer,Ford Motor Company,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-engineer-at-ford-motor-company-4189411137,LinkedIn,10-04-2025,N/A,N/A
674,Data Engineer,Mphasis,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-mphasis-4199976442,LinkedIn,14-04-2025,N/A,N/A
675,Associate Data Engineer,Commonwealth Bank,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/associate-data-engineer-at-commonwealth-bank-4192051925,LinkedIn,14-04-2025,N/A,N/A
677,Data Engineer - C10,Citi,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-c10-at-citi-4173181108,LinkedIn,16-04-2025,N/A,N/A
679,Data Engineer - Commerce Platform,Spotify,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-engineer-commerce-platform-at-spotify-4190419292,LinkedIn,12-04-2025,N/A,N/A
680,Data Engineer,Coca-Cola HBC,"Cairo, Egypt",https://eg.linkedin.com/jobs/view/data-engineer-at-coca-cola-hbc-4209248249,LinkedIn,13-04-2025,N/A,N/A
682,Data Engineer - Enterprise Data Operations Analyst,PepsiCo,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-enterprise-data-operations-analyst-at-pepsico-4189594243,LinkedIn,14-04-2025,N/A,N/A
683,Jr. Data Engineer,Procter & Gamble,Greater Istanbul,https://tr.linkedin.com/jobs/view/jr-data-engineer-at-procter-gamble-4204918888,LinkedIn,10-04-2025,N/A,N/A
684,Data Engineer - C11,Citi,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-c11-at-citi-4173182005,LinkedIn,16-04-2025,N/A,N/A
687,Python & SQL Data Engineer_Director_Software Engineering,Morgan Stanley,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/python-sql-data-engineer-director-software-engineering-at-morgan-stanley-4207479249,LinkedIn,12-04-2025,N/A,N/A
688,"Senior Software Engineer, Systems Infrastructure",LinkedIn,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-software-engineer-systems-infrastructure-at-linkedin-4184541595,LinkedIn,11-04-2025,N/A,N/A
689,Data Analytics Engineer,Checkout.com,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-analytics-engineer-at-checkout-com-4207972348,LinkedIn,14-04-2025,N/A,N/A
690,Data Engineer (Platform),tiket.com,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/data-engineer-platform-at-tiket-com-4206299104,LinkedIn,11-04-2025,N/A,N/A
691,Data Engineer- Python Pyspark,Virtusa,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-engineer-python-pyspark-at-virtusa-4189441319,LinkedIn,10-04-2025,N/A,N/A
692,Data Engineer with Pyspark,Cognizant,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-with-pyspark-at-cognizant-4187328761,LinkedIn,13-04-2025,N/A,N/A
693,Data Engineer,Mercedes-Benz Malaysia,"Puchong, Selangor, Malaysia",https://my.linkedin.com/jobs/view/data-engineer-at-mercedes-benz-malaysia-4211294985,LinkedIn,16-04-2025,N/A,N/A
740,Data Engineer I,IntePros,"Seattle, WA",https://www.linkedin.com/jobs/view/data-engineer-i-at-intepros-4207655459,LinkedIn,15-04-2025,N/A,N/A
741,Data Engineer,Snap Inc.,"Bellevue, WA",https://www.linkedin.com/jobs/view/data-engineer-at-snap-inc-4211900730,LinkedIn,16-04-2025,N/A,N/A
814,Data Analyst - SPX Express (Jakarta),Shopee,"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/data-analyst-spx-express-jakarta-at-shopee-4211853597,LinkedIn,18-04-2025,N/A,N/A
826,Data Analyst,ExxonMobil,"Houston, TX",https://www.linkedin.com/jobs/view/data-analyst-at-exxonmobil-4212364177,LinkedIn,17-04-2025,N/A,N/A
834,"Data Analyst II, Client Analytics",Omada Health,United States,https://www.linkedin.com/jobs/view/data-analyst-ii-client-analytics-at-omada-health-4149402618,LinkedIn,19-04-2025,N/A,N/A
836,"Data Analyst, Supply Chain",SpaceX,"Redmond, WA",https://www.linkedin.com/jobs/view/data-analyst-supply-chain-at-spacex-4173194833,LinkedIn,17-04-2025,N/A,N/A
837,"Data Analyst, Global Partnerships & Content",Meta,"New York, NY",https://www.linkedin.com/jobs/view/data-analyst-global-partnerships-content-at-meta-4208662503,LinkedIn,17-04-2025,N/A,N/A
840,"Data Products Analyst, YouTube",Google,"New York, NY",https://www.linkedin.com/jobs/view/data-products-analyst-youtube-at-google-4211857253,LinkedIn,18-04-2025,N/A,N/A
842,"Data Analyst, Global Partnerships & Content",Meta,"Menlo Park, CA",https://www.linkedin.com/jobs/view/data-analyst-global-partnerships-content-at-meta-4208660573,LinkedIn,17-04-2025,N/A,N/A
845,"Data Analyst, Global Partnerships & Content",Meta,"Los Angeles, CA",https://www.linkedin.com/jobs/view/data-analyst-global-partnerships-content-at-meta-4208662505,LinkedIn,17-04-2025,N/A,N/A
846,Data Analyst,Stripe,"Chicago, IL",https://www.linkedin.com/jobs/view/data-analyst-at-stripe-4218680400,LinkedIn,19-05-2025,N/A,N/A
847,Data Analyst,Microsoft,"Redmond, WA",https://www.linkedin.com/jobs/view/data-analyst-at-microsoft-4231325207,LinkedIn,16-05-2025,N/A,N/A
848,Data Analyst III,Vimeo,"New York, NY",https://www.linkedin.com/jobs/view/data-analyst-iii-at-vimeo-4230221998,LinkedIn,19-05-2025,N/A,N/A
849,Data Analyst,The Walt Disney Company,"New York, NY",https://www.linkedin.com/jobs/view/data-analyst-at-the-walt-disney-company-4232140858,LinkedIn,17-05-2025,N/A,N/A
850,Data Analyst Intern,Fizz,"New York, NY",https://www.linkedin.com/jobs/view/data-analyst-intern-at-fizz-4228719663,LinkedIn,16-05-2025,N/A,N/A
851,"Data Analyst, Experimentation",FanDuel,"New York, NY",https://www.linkedin.com/jobs/view/data-analyst-experimentation-at-fanduel-4217870247,LinkedIn,21-05-2025,N/A,N/A
858,"Data & Analytics, Analyst",TikTok,"Los Angeles, CA",https://www.linkedin.com/jobs/view/data-analytics-analyst-at-tiktok-4229290561,LinkedIn,16-05-2025,N/A,N/A
859,"Sector Analyst, MI-Data",Point72,"New York, United States",https://www.linkedin.com/jobs/view/sector-analyst-mi-data-at-point72-4128647515,LinkedIn,17-05-2025,N/A,N/A
860,SQL Data analyst,FinThrive,United States,https://www.linkedin.com/jobs/view/sql-data-analyst-at-finthrive-4230651058,LinkedIn,19-05-2025,N/A,N/A
861,Data Analyst,Numero Data,"Herndon, VA",https://www.linkedin.com/jobs/view/data-analyst-at-numero-data-4228331140,LinkedIn,15-05-2025,N/A,N/A
862,Data Analyst,Avant-garde Health,"Boston, MA",https://www.linkedin.com/jobs/view/data-analyst-at-avant-garde-health-4232580639,LinkedIn,21-05-2025,N/A,N/A
863,"Sr. Analyst, Data & Analytics",Authentic Brands Group,"New York, NY",https://www.linkedin.com/jobs/view/sr-analyst-data-analytics-at-authentic-brands-group-4229293070,LinkedIn,16-05-2025,N/A,N/A
864,TikTok Shop - Data Analyst,TikTok,"San Jose, CA",https://www.linkedin.com/jobs/view/tiktok-shop-data-analyst-at-tiktok-4076504945,LinkedIn,15-05-2025,N/A,N/A
865,Junior Data Analyst,Mosaic North America,Dallas-Fort Worth Metroplex,https://www.linkedin.com/jobs/view/junior-data-analyst-at-mosaic-north-america-4231466804,LinkedIn,20-05-2025,N/A,N/A
866,Data Analyst,Alivi,"Miami, FL",https://www.linkedin.com/jobs/view/data-analyst-at-alivi-4231480871,LinkedIn,20-05-2025,N/A,N/A
867,Data Analyst,Keurig Dr Pepper Inc.,"Frisco, TX",https://www.linkedin.com/jobs/view/data-analyst-at-keurig-dr-pepper-inc-4233670197,LinkedIn,20-05-2025,N/A,N/A
868,Data Analyst : 25-05044,"Akraya, Inc.","Palo Alto, CA",https://www.linkedin.com/jobs/view/data-analyst-25-05044-at-akraya-inc-4232839511,LinkedIn,22-05-2025,N/A,N/A
869,Data Analyst,Arc,"New York, NY",https://www.linkedin.com/jobs/view/data-analyst-at-arc-4203544758,LinkedIn,20-05-2025,N/A,N/A
870,Data Analyst,Thryv,United States,https://www.linkedin.com/jobs/view/data-analyst-at-thryv-4234415909,LinkedIn,21-05-2025,N/A,N/A
871,Data Analyst,"V-Soft Consulting Group, Inc.","Indianapolis, IN",https://www.linkedin.com/jobs/view/data-analyst-at-v-soft-consulting-group-inc-4196431946,LinkedIn,16-05-2025,N/A,N/A
872,Data Analyst,NovumHealth,Salt Lake City Metropolitan Area,https://www.linkedin.com/jobs/view/data-analyst-at-novumhealth-4230836588,LinkedIn,19-05-2025,N/A,N/A
873,Data Analyst (22227),Orion Innovation,"Edison, NJ",https://www.linkedin.com/jobs/view/data-analyst-22227-at-orion-innovation-4115209968,LinkedIn,19-05-2025,N/A,N/A
874,BI / Data Analyst,Kforce Inc,"Cornelius, NC",https://www.linkedin.com/jobs/view/bi-data-analyst-at-kforce-inc-4231017614,LinkedIn,15-05-2025,N/A,N/A
875,Data Analyst,Foodsmart,United States,https://www.linkedin.com/jobs/view/data-analyst-at-foodsmart-4232219031,LinkedIn,20-05-2025,N/A,N/A
876,Data Fulfillment Analyst,National Basketball Association (NBA),"New York, NY",https://www.linkedin.com/jobs/view/data-fulfillment-analyst-at-national-basketball-association-nba-4139136904,LinkedIn,18-05-2025,N/A,N/A
877,Data Analyst,Equifax,"Alpharetta, GA",https://www.linkedin.com/jobs/view/data-analyst-at-equifax-4217669921,LinkedIn,17-05-2025,N/A,N/A
878,Data Analyst - People Analytics (Short-Term Employment),Meta,"New York, NY",https://www.linkedin.com/jobs/view/data-analyst-people-analytics-short-term-employment-at-meta-4232509091,LinkedIn,21-05-2025,N/A,N/A
879,Data Analyst,Javvy Coffee,United States,https://www.linkedin.com/jobs/view/data-analyst-at-javvy-coffee-4231966295,LinkedIn,21-05-2025,N/A,N/A
880,"Analyst, Analytics",Publicis Collective,"New York, NY",https://www.linkedin.com/jobs/view/analyst-analytics-at-publicis-collective-4079629635,LinkedIn,16-05-2025,N/A,N/A
881,"Specialist, Commercial Data Reporting and Analysis",Delta Air Lines,"Atlanta, GA",https://www.linkedin.com/jobs/view/specialist-commercial-data-reporting-and-analysis-at-delta-air-lines-4215426063,LinkedIn,15-05-2025,N/A,N/A
882,"Data Analyst, TOM Data Infra Team",Amazon,"Bellevue, WA",https://www.linkedin.com/jobs/view/data-analyst-tom-data-infra-team-at-amazon-4234433462,LinkedIn,21-05-2025,N/A,N/A
883,Data Analyst,Virtusa,"San Jose, CA",https://www.linkedin.com/jobs/view/data-analyst-at-virtusa-4232261170,LinkedIn,21-05-2025,N/A,N/A
884,Data Analyst,Swoon,"Dallas, TX",https://www.linkedin.com/jobs/view/data-analyst-at-swoon-4229299647,LinkedIn,16-05-2025,N/A,N/A
885,Business Intelligence Analyst,Altimetrik,"Mountain View, CA",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-altimetrik-4230907189,LinkedIn,15-05-2025,N/A,N/A
886,Data Analyst,Insight Global,"Columbus, Ohio Metropolitan Area",https://www.linkedin.com/jobs/view/data-analyst-at-insight-global-4231164868,LinkedIn,20-05-2025,N/A,N/A
887,Tableau Data Analyst,Tradeweb,"New York, NY",https://www.linkedin.com/jobs/view/tableau-data-analyst-at-tradeweb-4161528949,LinkedIn,21-05-2025,N/A,N/A
888,Senior Data Analyst,FanDuel,"New York, NY",https://www.linkedin.com/jobs/view/senior-data-analyst-at-fanduel-4229025428,LinkedIn,15-05-2025,N/A,N/A
889,Senior Data Analyst,SHEIN,"New Jersey, United States",https://www.linkedin.com/jobs/view/senior-data-analyst-at-shein-4231689551,LinkedIn,21-05-2025,N/A,N/A
890,Data Analyst,"Bell & Associates, Inc.","Nashville, TN",https://www.linkedin.com/jobs/view/data-analyst-at-bell-associates-inc-4228329401,LinkedIn,15-05-2025,N/A,N/A
891,Data Analyst,PENNYMAC,"Agoura Hills, CA",https://www.linkedin.com/jobs/view/data-analyst-at-pennymac-4127686598,LinkedIn,16-05-2025,N/A,N/A
892,GTM Tableau Data Analyst,Yext,"New York, United States",https://www.linkedin.com/jobs/view/gtm-tableau-data-analyst-at-yext-4232561629,LinkedIn,21-05-2025,N/A,N/A
893,Data Analyst,City of New York,"Manhattan, NY",https://www.linkedin.com/jobs/view/data-analyst-at-city-of-new-york-4229441539,LinkedIn,16-05-2025,N/A,N/A
894,ESG Data Analyst,Malk Partners,"New York, NY",https://www.linkedin.com/jobs/view/esg-data-analyst-at-malk-partners-4231302406,LinkedIn,16-05-2025,N/A,N/A
895,Data Analyst,Engine,United States,https://www.linkedin.com/jobs/view/data-analyst-at-engine-4231485488,LinkedIn,20-05-2025,N/A,N/A
896,Data & Analytics,Trace3,United States,https://www.linkedin.com/jobs/view/data-analytics-at-trace3-4197994052,LinkedIn,16-05-2025,N/A,N/A
897,Data Analyst,AARATECH,"California, United States",https://www.linkedin.com/jobs/view/data-analyst-at-aaratech-4234708423,LinkedIn,21-05-2025,N/A,N/A
898,Senior Data Analyst,Jake Taylor,United States,https://www.linkedin.com/jobs/view/senior-data-analyst-at-jake-taylor-4215925504,LinkedIn,16-05-2025,N/A,N/A
899,"Analyst, Analytics",Starcom,"New York, NY",https://www.linkedin.com/jobs/view/analyst-analytics-at-starcom-4214411986,LinkedIn,19-05-2025,N/A,N/A
900,Data Analyst Intern,Envoy,"San Francisco, CA",https://www.linkedin.com/jobs/view/data-analyst-intern-at-envoy-4229546452,LinkedIn,17-05-2025,N/A,N/A
901,"Sr. Data Analytics and Visualization Analyst ($95,000 - $110,000 salary)",Korn Ferry,"Sandy Springs, GA",https://www.linkedin.com/jobs/view/sr-data-analytics-and-visualization-analyst-%2495-000-%24110-000-salary-at-korn-ferry-4230200639,LinkedIn,18-05-2025,N/A,N/A
902,Business Data Analyst,AppsFlyer,"San Francisco, CA",https://www.linkedin.com/jobs/view/business-data-analyst-at-appsflyer-4195232896,LinkedIn,15-05-2025,N/A,N/A
903,Data Science Analyst II,Experian,"Costa Mesa, CA",https://www.linkedin.com/jobs/view/data-science-analyst-ii-at-experian-4233174467,LinkedIn,20-05-2025,N/A,N/A
904,Data Analyst (various levels open),"HRCap, Inc.",United States,https://www.linkedin.com/jobs/view/data-analyst-various-levels-open-at-hrcap-inc-4229012492,LinkedIn,15-05-2025,N/A,N/A
905,Data Analyst,Vevo,"New York, NY",https://www.linkedin.com/jobs/view/data-analyst-at-vevo-4233185666,LinkedIn,20-05-2025,N/A,N/A
906,Data Analyst,Equitable,"Charlotte, NC",https://www.linkedin.com/jobs/view/data-analyst-at-equitable-4203016289,LinkedIn,21-05-2025,N/A,N/A
907,Data Analyst,Insight Global,Greater St. Louis,https://www.linkedin.com/jobs/view/data-analyst-at-insight-global-4229242969,LinkedIn,16-05-2025,N/A,N/A
908,Retail Operations Data Analyst,Meta,"New York, NY",https://www.linkedin.com/jobs/view/retail-operations-data-analyst-at-meta-4229077543,LinkedIn,16-05-2025,N/A,N/A
909,Data Analyst,McMaster-Carr,"Elmhurst, IL",https://www.linkedin.com/jobs/view/data-analyst-at-mcmaster-carr-4217365403,LinkedIn,20-05-2025,N/A,N/A
910,PowerBI Analyst,Mitchell Martin Inc.,"Lake Forest, IL",https://www.linkedin.com/jobs/view/powerbi-analyst-at-mitchell-martin-inc-4229492152,LinkedIn,16-05-2025,N/A,N/A
911,"Business Intelligence Analyst, Global Research Operations",Meta,"New York, NY",https://www.linkedin.com/jobs/view/business-intelligence-analyst-global-research-operations-at-meta-4231829506,LinkedIn,20-05-2025,N/A,N/A
912,Analista Dados JR,PicPay,"SÃ£o Paulo, SÃ£o Paulo, Brazil",https://br.linkedin.com/jobs/view/analista-dados-jr-at-picpay-4233617438,LinkedIn,20-05-2025,N/A,N/A
913,Data Analyst,noon,"Delhi, India",https://in.linkedin.com/jobs/view/data-analyst-at-noon-4234092016,LinkedIn,21-05-2025,N/A,N/A
914,Insight Analyst UK,ASOS.com,"London, England, United Kingdom",https://uk.linkedin.com/jobs/view/insight-analyst-uk-at-asos-com-4231963454,LinkedIn,21-05-2025,N/A,N/A
915,Data Analyst Staff - Jakarta,PT. Medquest Jaya Global,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/data-analyst-staff-jakarta-at-pt-medquest-jaya-global-4232833989,LinkedIn,22-05-2025,N/A,N/A
916,Data Analyst,Propel,"London Area, United Kingdom",https://uk.linkedin.com/jobs/view/data-analyst-at-propel-4233653958,LinkedIn,20-05-2025,N/A,N/A
918,KX Analytics (Tableau & SQL)- Analyst-Hyderabad,Deloitte,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/kx-analytics-tableau-sql-analyst-hyderabad-at-deloitte-4231832420,LinkedIn,20-05-2025,N/A,N/A
919,Analista de Dados Jr (Ã¡rea de Fraude) - SÃ£o Paulo/SP,Shopee,"SÃ£o Paulo, SÃ£o Paulo, Brazil",https://br.linkedin.com/jobs/view/analista-de-dados-jr-%C3%A1rea-de-fraude-s%C3%A3o-paulo-sp-at-shopee-4232817742,LinkedIn,21-05-2025,N/A,N/A
920,Analista de Dados Jr,Edenred Brasil,"SÃ£o Paulo, SÃ£o Paulo, Brazil",https://br.linkedin.com/jobs/view/analista-de-dados-jr-at-edenred-brasil-4234410755,LinkedIn,21-05-2025,N/A,N/A
921,Data Analyst,Schbang,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/data-analyst-at-schbang-4232295581,LinkedIn,21-05-2025,N/A,N/A
922,Internship - Data Analysis [RID-00469],Setel,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",https://my.linkedin.com/jobs/view/internship-data-analysis-rid-00469-at-setel-4234856201,LinkedIn,22-05-2025,N/A,N/A
923,Product Data Analyst,Crypto.com,"Hong Kong, Hong Kong SAR",https://hk.linkedin.com/jobs/view/product-data-analyst-at-crypto-com-4232867226,LinkedIn,22-05-2025,N/A,N/A
924,ICICI Securities - Data Analyst - SQL/Python,ICICIDirect,"Navi Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/icici-securities-data-analyst-sql-python-at-icicidirect-4234752312,LinkedIn,22-05-2025,N/A,N/A
925,Data Analyst,LTIMindtree,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-ltimindtree-4232670506,LinkedIn,22-05-2025,N/A,N/A
926,Operation Analyst-Power Bi & SQL,Tech Mahindra,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/operation-analyst-power-bi-sql-at-tech-mahindra-4232506361,LinkedIn,21-05-2025,N/A,N/A
927,Data Analyst,La Fosse,"London Area, United Kingdom",https://uk.linkedin.com/jobs/view/data-analyst-at-la-fosse-4231423024,LinkedIn,20-05-2025,N/A,N/A
929,Junior Data Analyst,Observador,"Lisboa, Lisbon, Portugal",https://pt.linkedin.com/jobs/view/junior-data-analyst-at-observador-4234421958,LinkedIn,21-05-2025,N/A,N/A
931,"Data Analyst - Brand Analytics, Regional Brand Partnership",Shopee,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-brand-analytics-regional-brand-partnership-at-shopee-4233349955,LinkedIn,20-05-2025,N/A,N/A
932,Marketing Data Analyst,Naranja X,Argentina,https://ar.linkedin.com/jobs/view/marketing-data-analyst-at-naranja-x-4231883998,LinkedIn,20-05-2025,N/A,N/A
936,Data Analyst,i3,"London Area, United Kingdom",https://uk.linkedin.com/jobs/view/data-analyst-at-i3-4231821406,LinkedIn,20-05-2025,N/A,N/A
938,Data Analyst-1,Games24x7,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-1-at-games24x7-4231814795,LinkedIn,20-05-2025,N/A,N/A
939,Data Analyst I,Booking.com,"Amsterdam, North Holland, Netherlands",https://nl.linkedin.com/jobs/view/data-analyst-i-at-booking-com-4234716035,LinkedIn,21-05-2025,N/A,N/A
940,Data Analyst,Circle K,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-circle-k-4231645514,LinkedIn,21-05-2025,N/A,N/A
942,Data Analyst,La Fosse,"Chiswick, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-analyst-at-la-fosse-4231422437,LinkedIn,20-05-2025,N/A,N/A
946,PowerBi,Virtusa,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/powerbi-at-virtusa-4231821769,LinkedIn,20-05-2025,N/A,N/A
947,Analista de Dados de OperaÃ§Ãµes Junior,Dasa,"Cascavel, ParanÃ¡, Brazil",https://br.linkedin.com/jobs/view/analista-de-dados-de-opera%C3%A7%C3%B5es-junior-at-dasa-4230654934,LinkedIn,19-05-2025,N/A,N/A
949,Data Analyst,University of Warwick,Greater Coventry Area,https://uk.linkedin.com/jobs/view/data-analyst-at-university-of-warwick-4233367305,LinkedIn,20-05-2025,N/A,N/A
950,Data Analyst,Urban Gym Group,"Amsterdam-Centrum, North Holland, Netherlands",https://nl.linkedin.com/jobs/view/data-analyst-at-urban-gym-group-4234205828,LinkedIn,21-05-2025,N/A,N/A
951,Analyst-Data Analytics,American Express,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/analyst-data-analytics-at-american-express-4234084242,LinkedIn,21-05-2025,N/A,N/A
952,ANALISTA DE DADOS JR / PL,Direcional Engenharia,"SÃ£o Paulo, SÃ£o Paulo, Brazil",https://br.linkedin.com/jobs/view/analista-de-dados-jr-pl-at-direcional-engenharia-4231488203,LinkedIn,20-05-2025,N/A,N/A
954,Analista Cadastro II,A.C.Camargo Cancer Center,"SÃ£o Paulo, SÃ£o Paulo, Brazil",https://br.linkedin.com/jobs/view/analista-cadastro-ii-at-a-c-camargo-cancer-center-4231964254,LinkedIn,21-05-2025,N/A,N/A
956,Junior Data Analyst,AMBOSS,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/junior-data-analyst-at-amboss-4233632493,LinkedIn,20-05-2025,N/A,N/A
957,Business Intelligence Analyst,upGrad,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/business-intelligence-analyst-at-upgrad-4231160531,LinkedIn,20-05-2025,N/A,N/A
958,Data Analyst,Kindred,India,https://in.linkedin.com/jobs/view/data-analyst-at-kindred-4231837513,LinkedIn,20-05-2025,N/A,N/A
959,Analyst - Data Analytics,KPMG India,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/analyst-data-analytics-at-kpmg-india-4234844224,LinkedIn,22-05-2025,N/A,N/A
962,"Data Analyst (Remote, Graveyard)",Anytime Mailbox,Philippines,https://ph.linkedin.com/jobs/view/data-analyst-remote-graveyard-at-anytime-mailbox-4234783729,LinkedIn,22-05-2025,N/A,N/A
963,"Quant Analytics Analyst - SQL, Python",JPMorganChase,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/quant-analytics-analyst-sql-python-at-jpmorganchase-4232222983,LinkedIn,20-05-2025,N/A,N/A
965,Data Analyst,Cognizant,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-analyst-at-cognizant-4232642141,LinkedIn,22-05-2025,N/A,N/A
1025,Junior Data Analyst,AARATECH,"New York, United States",https://www.linkedin.com/jobs/view/junior-data-analyst-at-aaratech-4234707579,LinkedIn,21-05-2025,N/A,N/A
1077,Data Visualisation & Insights Analyst,Nixor,"Gaydon, England, United Kingdom",https://uk.linkedin.com/jobs/view/data-visualisation-insights-analyst-at-nixor-4230840534,LinkedIn,19-05-2025,N/A,N/A
1079,Senior Data Analyst [T500-18077],Careem,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-analyst-t500-18077-at-careem-4234212062,LinkedIn,21-05-2025,N/A,N/A
1081,Analista de Dados II,Meta,Brazil,https://br.linkedin.com/jobs/view/analista-de-dados-ii-at-meta-4230892742,LinkedIn,19-05-2025,N/A,N/A
1082,Business Intelligence Analyst,Mastek,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/business-intelligence-analyst-at-mastek-4231858297,LinkedIn,20-05-2025,N/A,N/A
1083,Data Analytics Analyst (H/F),ODDO BHF,"Frankfurt, Hesse, Germany",https://de.linkedin.com/jobs/view/data-analytics-analyst-h-f-at-oddo-bhf-4231142401,LinkedIn,20-05-2025,N/A,N/A
1084,Marketing Data Analyst,Nicholson Glover,"London Area, United Kingdom",https://uk.linkedin.com/jobs/view/marketing-data-analyst-at-nicholson-glover-4232526384,LinkedIn,21-05-2025,N/A,N/A
1085,Analista de Business Intelligence JÃºnior,iFood,Brazil,https://br.linkedin.com/jobs/view/analista-de-business-intelligence-j%C3%BAnior-at-ifood-4233158988,LinkedIn,19-05-2025,N/A,N/A
1206,Data Scientist (L5) - Content,Netflix,United States,https://www.linkedin.com/jobs/view/data-scientist-l5-content-at-netflix-4179694651,LinkedIn,16-05-2025,N/A,N/A
1207,AI Research Scientist,Zoom,"Seattle, WA",https://www.linkedin.com/jobs/view/ai-research-scientist-at-zoom-4197423083,LinkedIn,15-05-2025,N/A,N/A
1208,Data Scientist (L5) - Customer Service,Netflix,United States,https://www.linkedin.com/jobs/view/data-scientist-l5-customer-service-at-netflix-4231868796,LinkedIn,20-05-2025,N/A,N/A
